ID,X,Name,Link,Country,Kiva Status,"Kiva Risk Rating
(5 best)","Secular Rating 
(1-4)",Religious Affiliation,Comments on secular rating,"Social Rating
(1-4)",Comments on social rating,MFI Link,By,Date,Review comments,P,J,MFI Name,Timestamp,MFI Name Check
381,ok,MicroLoan Foundation (MLF) Malawi,Lend,Malawi,active,,4,Secular,No mention of religion,3,"MLF works closely with groups of 12-20women:  they start with setting up savings accounts, training, setting up individual or group businesses, and meet with them every 2 weeks for coaching.  The loans are to the individuals (or small groups), but the group trains together.  Loans can be very small (even $10).",http://www.microloanfoundationusa.org/,Jim,9/29/2014,,,,MicroLoan Foundation (MLF) Malawi,,0
428,ok,Milaap,Lend,India,active,1.5,4,Secular,No mention of religion,2,"Milaap is very similar to Kiva - they connect borrowers with individual lenders via field partners using their website.  Loans are as small as $40.  Some loans are directed to Kiva.  Milaap charges the field partner 5%.  They have facilitated almost $4million in loans, and have a 99.75% repayment rate.",https://milaap.org/,Jim,3/21/2015,,,,Milaap,,0
63,ok,MDO Humo and Partners,Lend,Tajikistan,active,4,4,Secular,"No mention of religion.  Formed by CARE International, which doesn't seem to be religious.",2,offer education to improve business,http://humo.tj/en/index.php,Jim,4/21/2011,,,,MDO Humo and Partners,,0
302,ok,myAgro,Lend,Mali,active,,4,Secular,No mention of religion,2,Social business. Offer loan products to farmers to help them increase the yield on their fields. Also offer savings options so that farmers can buy more seeds and fertilizer (and sometimes a special sewing machine) by the time they want to plant. Plus some education.,http://www.myagro.org/,Petra,7/16/2013,,,,myAgro,,0
185,ok,National Microfinance Bank,Lend,Jordan,active,4,4,Secular,secular,1,Social = 1 - no significant social initiatives or actions other than loans.,http://www.nmb.com.jo/,Petra,4/20/2011,"P - Social - I'd give a 1. There is no mentioning of other services than providing loans. 
Jim - agree.",,,National Microfinance Bank,,0
263,ok,Nazava Water Filters,Lend,Indonesia,active,,4,Secular,No mention of religion. P: agree,2,Kiva loans are used to finance resellers of water filters.  The water filters are a great way to help stop the spread of disease. P: agree,http://www.nazava.com/,Jim,11/17/2012,,,,Nazava Water Filters,,0
145,ok,"Negros Women for Tomorrow Foundation, Inc. (NWTF)",Lend,Philippines,active,4,4,Secular,Secular,3,"Social = 3 for Dungannon Card which provides life, health, and accident insurance, and for Kasanag (trade education).",http://www.nwtf.ph/about/vision-mission/,Petra,4/22/2011,Social - Petra - I agree,,,"Negros Women for Tomorrow Foundation, Inc. (NWTF)",,0
429,ok,NESsT,Lend,"Chile, Peru, United States",active,1,4,Secular,No mention of religion,4,"NESst works with existing early-stage organizations with a social impact to help them grow and be more effective.  Their first loan was to Upasol.  Upasol works with the disabled, both in rehabilitation and to help integrate them into society.  They also operate a recycling center (which generates revenue), a solar energy education center, a small museum, and a small library.  Upasol would rate a 4 since they provide a wide range of services even though it's for a (significant) subset of the population, and since they use recycling to generate income.  The 2nd loan was to Inka Moss, which is a company that gathers and processes sphagnum moss for export.  Both of these loans were large (US$35k and $49k) and basically helped create a mini-industry that will improve the local standard of living for years to come.",http://www.nesst.org/,Jim,5/15/2015,Updated 8/30/15 - Jim,,,NESsT,,0
431,ok,Nexus Carbon for Development,Lend,Lao People's Democratic Republic,active,,4,Secular,No mention of religion,2,"Nexus is a nonprofit charity headquartered in Singapore.  They are involved in the carbon-offset market, making it more fair and accessible to individuals and small companies.  More information is here:  http://www.nexusbeyondoffsetting.org/climate-fairness/what-is-climate-fairness 
Although the carbon market seems sketchy as to who is actually benefitting, Nexus has won several awards and they are a nonprofit. ",http://www.nexus-c4d.org/,Jim,3/20/2015,,,,Nexus Carbon for Development,,0
365,ok,Nke-Anyi Farmers Multipurpose Cooperative Society Limited (Nke-Anyi FMCS),Lend,Nigeria,active,,4,Presumed Secular,"No website, no mix profile, no contact name, also google search comes out empty. No mention of religion on Kiva website",2,"No other information other than that on Kiva.  Cooperative that provides its members, palm oil millers, with access to financial services and markets, training and helpful information. Functions as a merry-go-around (ie. loans with savings of its members to members), provides training in palm oil processing and access to markets. Also a SMS service with daily market price of palm oil, along with tips and notes about farming. I think it's business only (even if not for-profit), but does promote savings and returns from loans are divided among members.",http://www.kiva.org/partners/365,Alessandra,9/5/2014,,,J,Nke-Anyi Farmers Multipurpose Cooperative Society Limited (Nke-Anyi FMCS),,0
146,ok,Nor Horizon Universal Credit Organization Limited Liability Company,Lend,Armenia,active,3,4,Secular,Secular,1,Social = 1.  Some PC statements but otherwise solely financial.,http://translate.google.nl/translate?js=n&prev=_t&hl=nl&ie=UTF-8&layout=2&eotf=1&sl=hy&tl=en&u=http%3A%2F%2Fnorhorizon.am%2F&act=url,Petra,4/22/2011,"Social - Petra - I also see no other initiatives, so I agree with score 1",,,Nor Horizon Universal Credit Organization Limited Liability Company,,0
225,ok,Novica,Lend,"Benin, Brazil, El Salvador, Ghana, Guatemala, India, Indonesia, Mexico, Nicaragua, Peru, Thailand, United States",active,,4,Secular,No mention of a specific religion,2,"Novica is an e-commerce website that allows artisans around the world to sell unique, high-quality goods directly to consumers, Novica claims they pay a better price than the artisan could get otherwise. The company also makes loans to their artisans at 0% interest; they probably do make a nice profit on selling the art. (Love some of the art, btw)
Jim - I was thinking more like a 2 or 3.  I used to loan thru Novica but the payback takes so long that I lost interest.  I think they do a great job in expanding the artisan industries - bringing money into the region from global customers. P: a 2 then? Their cause is laudable, but I don't think worth a 3. ",http://www.novica.com/ and for the microfinance part: http://microfinance.novica.com/faq/#the_novica_story,Petra,8/22/2012,,,,Novica,,0
202,ok,One Acre Fund,Lend,Kenya,active,2.5,4,Presumed Secular,"No mention of religion. P:agree. 
",3,"Works solely with farmers - targeting women-headed households who farm 0-3 acres.  Hands-on organization - hand delivering fertilizer and seed for example, and act as a wholesaler to cut supply costs and to get the best prices for crops for small farmers.  Provides crop insurance.  Seems a lot like a farm co-op. P: also education on how to get a better harvest. But I would say it's a 3. They're doing well, but it's not a ""complete"" package yet. ",http://www.oneacrefund.org/,Jim,9/21/2011,,,,One Acre Fund,,0
276,ok,One Degree Solar,Lend,Kenya,active,,4,Secular,Secular,2,"A social enterprise selling a special solar energy aparatus that gives enough electricity for 6-10 hours of light, plus for charging a phone, operating a battery, charging a tablet. Focused on making it low-cost and easily to use, maintain and repair. Very low interest rate.",http://www.onedegreesolar.com/,Petra,12/21/2012,,,,One Degree Solar,,0
201,ok,Organizacion de Desarrollo Empresarial Femenino (ODEF),Lend,Honduras,active,4,4,Secular,"No mention of religion. P: agree. 
",2,"Target women, especially the rural and fringe-urban poor.  Goal is to help the impoverished thru lending.  Doesn't appear to do much beyond that, though its certainly admirable.  P: they also work to provide cheaper health care (clinica medica integral page on their website) and collaborate to detect breast cancer early (on the ""Servicio a la Comunidad"" page). I can agree with a 2.  ",http://www.odeffinancierasa.org.hn/,Jim,10/25/2011,,,,Organizacion de Desarrollo Empresarial Femenino (ODEF),,0
295,ok,PAC,Lend,Nicaragua,active,,4,Secular,No mention of religion,3,"Works with groups of farmers. P: not only gives them loans, also advises them, and helps them get better deals for their crops (negotiates with buyers, helps with necessary certificates)",http://www.apac.org.ni/,Jim,6/28/2013,P: agreed,,,PAC,,0
167,ok,PADECOMSM,Lend,El Salvador,active,3.5,4,Secular,secular,1,No attention to social issues other than 'helping by loaning'.  Was a part of a social charity until 2007 when it was split off. Since then focuses on microfinance alone,http://translate.google.com/translate?js=n&prev=_t&hl=en&ie=UTF-8&layout=2&eotf=1&sl=auto&tl=en&u=http%3A%2F%2Fwww.padecomsmcredito.com.sv%2F&act=url,Petra,4/21/2011,"P - Social - Jim: Any credit points (1 > 2) for the fact that it has been a part of a social charity?
Jim - I don't think so because they don't reflect any of a charity's social initiatives    P: OK",,,PADECOMSM,,0
126,ok,Paglaum Multi-Purpose Cooperative (PMPC),Lend,Philippines,active,3,4,Secular,Secular,2,"Social = 2, business oriented (even act as a travel agency), though do some work with community sanitation, crop processing, training center, savings and insurances etc.",http://www.paglaumcoop.org.ph/index.html,Petra,4/22/2011,Social - Petra - I agree,,,Paglaum Multi-Purpose Cooperative (PMPC),,0
80,ok,Palestine for Credit & Development (FATEN),Lend,"Jordan, Palestine",active,4,4,Secular,Started by Save the Children (secular).  Approx. 20% are Islamic loans (Morabaha) but due to higher cost FATEN appears to discourage it.,1,Social activities are not mentioned on their website.,http://www.faten.org/,Jim,4/21/2011,,,,Palestine for Credit & Development (FATEN),,0
328,ok,Pana Pana,Lend,Nicaragua,active,,4,Secular,"No mention of religion, specifically mention no religious discrimination.",4,"Targets indigenous people along the coast, where poverty is rampant.  Pana Pana will use Kiva loans to help finance communal banks to give them working capital, to fund sanitation units, and to help farmers.  They seem to have an over-riding goal of helping the target group and have a variety of projects to do so.",http://www.panapana.info/perfil.htm,Jim,10/6/2013,,,,Pana Pana,,0
286,ok,Paradigm Project,Lend,"Guatemala, Kenya, Papua New Guinea, Rwanda, Tanzania",active,,2,Religious influence,"One value is ""Embodying a tangible and personal expression of God’s love"" and the management team has a history of Christian humanitarian work, but no evidence it influences who they help.
",2,"Very similar to UpEnergy - they are a for-profit (in the end) company selling efficient cookstoves.  While they are looking to make a profit they do seem to want to help people and the environment (they even tout the reduction in greenhouse gases and their carbon offsets, which is unusual for Christians).  It seems that the for-profit side is actually the carbon offsets they get from the non-profit cookstove business (and therefore gets a "".org"" website) if I understand it correctly.",http://theparadigmproject.org/,Jim,5/23/2013,"P: I would give it a 1 for social rating. They seem to be reducing the carbon footprint in Kenya and then another company owned by one of the beginners of the Paradign Project turns around and sells certifications so that poluting companies can greenwash themselves. I would say: if the companies want to do that, let them fund it too. ",,,Paradigm Project,,0
62,ok,Patan Business and Professional Women,Lend,Nepal,active,1.5,4,Secular,No mention of religion,3,"Social: offers education, literacy training, savings are obliged. ","http://www.bpwnepal.org.np/index.htm 
http://www.bpw-international.org/about-bpw/bpw-affiliates-projects/290-bpw-affiliates-projects/583-bpw-germany-a-bpw-nepal",Jim,4/21/2011,,,,Patan Business and Professional Women,,0
241,ok,People's Forum,Lend,India,active,3.5,3,Perhaps Hindu,"Founded ""Keeping in mind the principles of Pujya Bapuji"", who was a yogi and according to some a saint. No other mention of religion on the website. Vision: equal rights and opportunities to all, irrespective of caste, creed, sex and religion. A 4, or maybe a 3? Will give a 3 for now. Jim?
Jim - Leaning towards a 3 but that depends on what ""Mission Ashra"" and ""Mission Annapurna"" are exactly.  Are they independent organizations or are they projects of People's Forum?  The Ashra page mentioned spiritual connection being necessary for a cure to mental health (that part of their work seems a little sketchy to me).  It's definitely not a clean 4, I say stick with 3.",4,"Provides micro-loans/-savings/-insurance. Focuses on women and on marginalized people (including transgendered, with lepra, disabled, real poor). Also offers business education, (productive) health education, health care and mental health care, primary education for children from poor families. CAREFUL: loans to India will not be repaid until after 36 months!",http://www.peoplesforum.in/,Petra,8/24/2012,,,,People's Forum,,0
306,ok,Planting Empowerment,Lend,Panama,active,,4,Secular,No mention of religion,2,Focus on agroforestry. For-profit social business trying to help locals maintain the rain forest and still make a decent living,www.plantingempowerment.com/,Jim,6/28/2013,P; agreed,,,Planting Empowerment,,0
340,ok,PowerGen Renewable Energy,Lend,Kenya,active,,4,Secular,No mention of religion,2,"Sell renewable energy systems (wind, solar) to residences, businesses, and communities.  Loans are to customers buying the systems.",http://powergen-renewable-energy.com/,Jim,1/19/2014,,,,PowerGen Renewable Energy,,0
299,ok,Practical Empowerment & Networking Youth Association (P.E.N.Y.A.),Lend,Zimbabwe,active,,4,Secular,No mention of religion.  International Planned Parenthood is a partner.,4,"Youth-centered organization that works on all aspects that affect their future - education, health, issues, independence, etc.  Focus on orphans and vulnerable youth.  They also focus on the environment.  P: High interest rate! Inflation is around 2-5% so can't explain for this; official interest rates are around 15%",http://www.penyazim.com/,Jim,6/10/2013,P: social a 3 because of the high interest rates? Secular: agreed.,,,Practical Empowerment & Networking Youth Association (P.E.N.Y.A.),,0
118,ok,"Prisma Honduras, S.A.",Lend,Honduras,active,3,4,Secular,Secular,1,Only do lending,http://www.prismamicrofinance.com/index.html,Petra,4/22/2011,Social - Petra - agree,,,"Prisma Honduras, S.A.",,0
402,ok,Programme d'Appui aux Initiatives de Développement Economique au Kivu (PAIDEK),Lend,The Democratic Republic of the Congo,active,1.5,4,Secular,No mention of religion,2,"There is not much information on PAIDEK specifically, the information primarily comes from SOS FAIM which provides at least much of PAIDEK's funds.  PAIDEK works with rural farmers to rebuild agriculture in DRC - years of aid and imported food has decimated the infrastructure.  Apparently PAIDEK helps with training, coordinates supplies and the sale of products, and other work in addition to microfinance though it's not stated on the Kiva partner page.",https://www.sosfaim.org/lu/nos-actions/rdc-kivu/paidek-promotion-et-appui-aux-initiatives-de-developpement-economique-du-kivu/,Jim,3/21/2015,,,,Programme d'Appui aux Initiatives de Développement Economique au Kivu (PAIDEK),,0
416,ok,Proximity Designs,Lend,Myanmar (Burma),active,2.5,4,Presumed Secular,No mention of religion,2,"Kiva loans are for small scale farmers.  PD sets up Community Based Organizations (~48 members) to work with PD loan officers to screen/monitor borrowers.  PD sells ag products, including manual water pumps, consulting on farming techniques, solar power, and others.  They've sold over 100,000 products, and they are manufactured locally.  PD is a non-profit.",http://www.proximitydesigns.org/,Jim,9/29/2014,,,,Proximity Designs,,0
219,ok,PT Rekan Usaha Mikro Anda (Ruma),Lend,Indonesia,active,,4,Secular,It is a business and does not mention religion on its website,2,"Ruma is a for-profit business that asks low-income Indonesians to become their agent and sell phone cards and bill pay services to other people. The Kiva loans are meant to give new agents startup capital. Since this company is basically recruiting people to sell their product for them, I think their social score is just a 1.  Jim - I think its a 2 (maybe even 3?).  They are doing much the same as Barefoot Power (the importance of cell phone use in underdeveloped regions) but also creating more entrepreneurs in the process. P: OK, I now also see interest for the loans is 0%. I'll give them a 2. I think a 3 is too much, compared to MFIs who got a 3 from us.",http://ruma.co.id/,Petra,8/22/2012,,,,PT Rekan Usaha Mikro Anda (Ruma),,0
394,ok,Quang Binh Women Development Fund,Lend,Vietnam,active,1.5,4,Presumed Secular,"No mention of religion on Kiva page. No other information available (no website, google did not find anything beside Mix profile, with slightly different name: WDF, Quang Binh
Women Development Fund, Quang Binh)",3,"According to mix profile 100% women borrowers, according to Kiva low interest rate (8%), gives loans to women who are already part of a savings/loan group. The loans provide funding to poor (2$/day) women  to cover the cost of materials and labor to construct sanitary latrines. Additionally, QBWDF trains masons to construct the latrines and connects the masons with clients in need. QBWDF has trained at least one mason for every community where the latrines will be built. ",,Alessandra,8/3/2014,,,J,Quang Binh Women Development Fund,,0
281,ok,Rent-to-Own,Lend,Zambia,active,,4,Secular,"No mention of religion.  They do use the ""holistic"" word but it seems to refer to solely business concerns.",1,"A for-profit business.  They accept donations to help train field officers which benefits the field officer, but Rent-To-Own gets paid for it.",http://rtoafrica.com/,Jim,5/23/2013,P: agree,,,Rent-to-Own,,0
438,ok,Réseau de Micro-institutions de Croissance de Revenus (RMCR),Lend,Mali,active,3,2,Presumed Christian,"Very little information, but associated with World Vision:  Kiva partner page, Mix Market contact email is a World Vision address, and Facebook page has World Vision in title.",2,Very little information other than Kiva page.  Targets underserved women with attention to welfare of children.,http://www.mixmarket.org/mfi/rmcr,Jim,3/22/2015,,,,Réseau de Micro-institutions de Croissance de Revenus (RMCR),,0
57,ok,"Salone Microfinance Trust (SMT), a partner of ChildFund International",Lend,Sierra Leone,active,2.5,4,Secular,Formed by ChildFund International (secular for 30+ years).  Partner with Kiva and Shine on Sierra Leone (secular).,2,"some business / financial training is given, I deduce from the limited information.",http://www.salonemicrofinancetrust.com/index.htm,Jim,4/20/2011,,,,"Salone Microfinance Trust (SMT), a partner of ChildFund International",,0
258,ok,Sanergy,Lend,Kenya,active,,4,secular,"No mention of religion. P: agree, I looked up some more news articles, religion is never mentioned",3,"Sanergy is not a microfinance company, and ""its business with Kiva is unprecedented""!  It's a franchise company for pay toilets in urban slums in Kenya.  They make loans to their own franchisees.  Maybe a 3 for looking at innovative ways to help sanitation in one of the worlds largest slums (Kibera)?  Or a 2? P: I also find it difficult to say whether it's a 2 or a 3. Let's call it a 3 for now and revisit? ",http://saner.gy/,Jim,9/20/2012,,,,Sanergy,,0
389,ok,SEED Center Philippines Inc.,Lend,Philippines,active,,4,Secular,"no mention of religion. Network with the French NGO, Entrepreneurs du Monde (rated 4/secular on this list)",3,"Non-stock, non-profit organization that provides financial services in conjunction with socio-economic services. Mentioned on website are: saving programs (Capital Build Up Program), licensed Social Workers  provide (free of charge) family services for individuals/families facing psycho-social issues, free trainings to enhance awareness on social issues (Health, nutrition, repdotuctive health, enviromen), Micro-insurance. In addition several business and skill trainings, plus workshop to connect  suppliers and manufacturers. Loans programs are differentiated (loan amount and interest) there is one for the very poor at 0%. According to Kiva: About 90% of SEED’s active borrowers are underprivileged poor living in depressed, urban areas. Fundraising on Kiva will allow SEED expand to new areas. In addition to their traditional business loans, SEED will work to scale its 0% interest start-up loans, which include intensive business training for new entrepreneurs. 3 for saving and training, services via social workers, focus on poor and interest free loans?",http://seedcenterphilippines.org,Alessandra,9/5/2014,,,J,SEED Center Philippines Inc.,,0
169,ok,SEF International,Lend,Armenia,active,4,3,At least some Christian influence,"Partner of World Vision. Not a lot of information, but no other religious sayings, except they write ""Life"" with a capital L...  Revisit later...",2,Social = 2 (generously) based on Kiva description.  They are aware of social issues but implementation seems weak.,none,Petra,4/21/2011,P-social-agree,,,SEF International,,0
226,ok,Sistema Biobolsa,Lend,Mexico,active,1.5,4,Secular,"No mention of religion, except on Kiva the word ""stewardship"" is used to explain why they want to be environment-friendly",2,"People buy a biodigesting system from this company with a loan, they then can pay it back from the cost reductions they'll have. So it's mostly a business. I'd give a 2 since they also give education, since it is environment-friendly and may improve the health of people switching from wood fires to this biogas. ",http://www.sistemabiobolsa.com/en/index.html and an interview with the ceo: http://magazine.humboldt.edu/fall10/pig-waste-project-powers-new-business/,Petra,5/8/2012,,,,Sistema Biobolsa,,0
445,ok,Siza Capital SA,Lend,South Africa,active,2,4,Secular,No mention of religion,2,"Serves marginalized poor communities by encouraging entrepreneurship.  Works with new entrepreneurs by offering 0% startup loans, with subsequent conventional loans to support growth. Also helps get them started by facilitating networking, mentorship, and online presence.  The online presence seems to be just a listing on their website, difficult to say how effective that is.  A 2 for the 0% loans, even though it could be just a marketing gimmick.",http://www.sizacapital.org/,Jim,3/22/2015,,,,Siza Capital SA,,0
364,ok,Sjedi Green Energy,Lend,Liberia,active,,3,At least some Christian influence,"Funder and CEO Peter Gbelia uses ""God Bless"" as way of goodbye in news releases (e.g. trip in April to Liberia to deliver donated cookstoves). SJEDI has partnered with One Body One Hope (OBOH), Iowa, that is religious (amongst OBOH's aims is to support evangelism and church planting in Liberia by offering training, encouragement, financial assistance, and more). Although this partnership appears to be only finalized to test and experiment with SJEDIs 60L Industrial Clean Cookstove at Christ Our Hope Orphanage in Liberia. Other than that no mention of religion.",2,"For-profit company. 0% interest loans to very poor families (less 2$/day) for the purchase of cookstoves, solar home systems, water filters and bed nets. Mentioned are also other products/programs, like green charcoal (they are building their own production facility), Bamboo Construction, a farm for Jatropha Biofuel, Kuroiler Chicken Program, rural electrification. Through their website one can also donate money that will buy a cookstove for orphanages, schools, refugees camps, etc. 2 like Barefoot, Biobolsa, etc?",www.sjedi.org/,Alessandra,9/5/2014,,,J,Sjedi Green Energy,,0
391,ok,Small Scale Livestock Livelihoods Program,Lend,Malawi,active,,4,Secular,Has non-discrimination policy based on religion.,2,"SSLLP provides poor families with livestock, training, and everything they need for the animals (pens, vet kit, etc.).  Kiva loans go to their customers to buy the set up.  They follow the Heifer.org model of passing on the first offspring of the livestock to others.  Although there are secondary beneficial effects for AIDS education/prevention etc., there are no formal programs.",http://www.smallscalelivestock.org/,Jim,9/29/2014,,,,Small Scale Livestock Livelihoods Program,,0
454,ok,Smart Credit,Lend,Moldova,active,1.5,4,Secular,No mention of religion,1,Basically a micro-bank that also offers insurance.,http://www.smartcredit.md/,Jim,8/30/2015,,,,Smart Credit,,0
138,ok,SMEP Microfinance Bank,Lend,Kenya,active,3.5,2,Christian,"Founded by the protestant churches in Kenya, now autonomous (source: http://www.smep.co.ke/smep/path.html) On their website currently no religious tendencies. Jim, I would go with 3.  Found a speech where director closed with ""God richly bless"", but they don't mention religion. UPDATE:  Jim - SMEP was apparently a closet Christian organization, but are now out of the closet.  They are overtly Christian.  Per Kiva email update ""In future, SMEP plans to become a fully fledged Christian bank.""  Their vision is to be ""a model Christian provider"".  No indication that they are proselytizing so I would give it a 2. P. Agree for now, check regularly...",1,"
Social = 1.  some political correct statements but otherwise solely financial.",http://www.smep.co.ke/index.php,Petra,4/22/2011,Social - Petra - I agree with a 1; don't see any activities. ,,,SMEP Microfinance Bank,,0
415,ok,Socios en Salud Perú (Partners in Health),Lend,Peru,active,,4,Presumed Secular,No mention of religion,3,"PIH was founded by Paul Farmer.  PIH-Peru operates medical clinics in slums and trains women to provide medical care and education.  They target TB and HIV, and also provide non-medical support to patients.  PIH also works on the political side to influence national policies.  I think a 3 since health is so important, but not a 4 since it is only health-related.",http://www.pih.org/country/peru,Jim,9/29/2014,,,,Socios en Salud Perú (Partners in Health),,0
439,ok,Soieries du Mékong,Lend,Cambodia,active,1,4,Secular,No mention of religion,1,"A for-profit company that trains and sets up women to weave silk scarves, which are then sold in Europe by Soieries.  Kiva loans are for the weaver to buy silk weaving material.  This type of arrangement definitely has the potential for abuse (its quite easy to cross the line and make them indentured servants by setting quotas etc.) so I am a little suspicious.  The website says they have high ethical standards, and the weavers are paid a fair wage, 80% of medical expenses, and have savings plans.  Each scarf has a label with the weaver's name and bio.  The scarves sell for 75-95 euros, I would be curious to see how much of that the weaver gets.  Without knowing that, and what sort of contract the women have (are they free to use the loom for other work?) I think it is a 1.",http://www.soieriesdumekong.com/en/,Jim,3/21/2015,,,,Soieries du Mékong,,0
395,ok,Solar and Energy Loan Fund (SELF),Lend,United States,active,1.5,4,Secular,"no mention of religion - However in 2014 SELF was approved for a second loan  from  the Adrian Dominican Sisters (ADS) . ADS [catholic] provides community development investments to credit unions, banks, housing projects, worker-owned cooperatives, loan funds and community organizations, with the goal of creating affordable housing and sustainable jobs. Does this lead to a 3 instead of 4? (the two organizations appear unrelated and among ADS criteria for applying for loans religion is not mentioned - but one never knows..ACCION Texas, Inc. is also listed among organizations that got loans from ADS and is rated 4/secular on this MFI list)",2,"Non-profit organization, SELF provides energy expertise and affordable financing to help low to mid-income homeowners and small businesses in Florida identify and make cost-effective energy changes to their homes and businesses. Low interest rate (6-8%), but long-term loan (up to 15 years!!!). Kiva founding will focus on female homeowners who may not have solid credit history, but have income to repay a loan. Next to loans for cost-effective energy changes, the program creates jobs in that it employes local contractors and businesses. According to another website, some long-time businesses reported a 25 percent increase in business directly linked to work created through SELF’s program.  2-3? (3 because of non-profit, low interest rates (BUT is 6-8% LOW for US??), focus on women, green energy and job creation --> or only a 2?)  Jim - 2 I think.",http://cleanenergyloanprogram.org/,Alessandra,8/3/2014,,,J,Solar and Energy Loan Fund (SELF),,0
255,ok,Solar Sister,Lend,Uganda,active,,2,Christian (Anglican/Episcopal),"The founder also sits on the board of a christian initiative to bring solar energy to Africa (http://www.huffingtonpost.com/2011/08/10/huffpost-greatest-person-katherine-lucey-solar-sister_n_923691.html ). One of the directors is a retired archdeacon. His function within Solar Sister is not described, but ""Most of his ministry has involved combating poverty and global mission."" One of the advisors is also the current ""Anglican Communion Observer at the UN"". Finally lots of funding by Christian charities.",2,"A company offering a safe and cheap source of light and electricity (phone chargers). They will not ask interest on Kiva loans. Kiva borrowers are the saleswomen who in an Avon-like way buy the products from Solar Sister and hopefully sell them to their peers/customers. All profits are reinvested. A 2 for that, for the environment-friendliness and 0% loan; but keep in mind that it still is a (social) business!",http://www.solarsister.org/,Petra,12/21/2012,,,,Solar Sister,,0
390,ok,"Soluz Honduras, S.A de C.V.",Lend,Honduras,active,,3,Presumed Secular,"Only one mention of religion on website, in the description of one project it's written: ""En la zona de La Mosquitia, Gracias a Dios se han instalado con apoyo de ONG’s internacionales… "" [thank God]. Beside that  for Christmas on their facebook page the posted this message: ""Feliz Navidad a todos nuestros amigos, que Dios bendiga sus hogares en esta Nochebuena."" [God bless the homes of our friends] Nowhere else is any reference made to God or religion. 3 or even a 4?  Jim - I agree with 3.  Although a person's beliefs wouldn't matter, posting something religious on behalf of the company is a little different.",1,"Soluz Honduras, is a Honduran subsidiary of Soluz, Inc. of Massachusetts, USA. For-profit social and environmental enterprise that provides and distributes solar energy products (guarantee 25 yrs) combined with financing products, particularly in rural areas where there is no access to the electricity grid. 1 or 2? (1 because it is not interest free, thus different than similar enerprises like Barefoot, Biobolsa, etc -> or 2 because of solar energy and beneficial effects for households and environment?)  Jim - 1 I think.",www.soluzhonduras.com/,Alessandra,8/3/2014,,,J,"Soluz Honduras, S.A de C.V.",,0
78,ok,"Soro Yiriwaso, a partner of Save the Children",Lend,Mali,active,2,4,Secular,Partner with Save the Children (secular).  Minimal info but no reason to think its not secular.  http://pdf.usaid.gov/pdf_docs/PDABY644.pdf,2,Social: a student loan  and advice for lenders who are cultivating crops.,http://www.nmimicro.no/index.php?section=2&page=1&inv=Soro%20Yiriwaso,Jim,4/21/2011,,,,"Soro Yiriwaso, a partner of Save the Children",,0
15,ok,South Pacific Business Development (SPBD),Lend,Samoa,active,3,4,Secular,No mention of religion,1,"Social: is not mentioned a lot. The website is outdated (2009), by the way",http://www.spbd.ws/,Jim,4/20/2011,,,,South Pacific Business Development (SPBD),,0
411,ok,South Pacific Business Development Microfinance (Solomon Islands),Lend,Solomon Islands,active,,4,Secular,No mention of religon,3,"SPBD works with the poor, especially women, in a classic microfinance model.  They are the only source of microfinance in the Solomon Islands.  They work closely with the community, for example one condition of the loan is that the children attend school.  They were featured on NBC news, the video is worth watching.   
https://www.youtube.com/watch?v=XEYZ1ORI4s8&list=UUyChrbnffCsSkoItPzQ9OCg&index=6&feature=plcp ",http://www.spbdmicrofinance.com/,Jim,3/21/2015,,,,South Pacific Business Development Microfinance (Solomon Islands),,0
451,ok,Specific Union for Farmer Women in Jordan,Lend,Jordan,active,,4,Secular,No evidence of a religious agenda,4,"SUFW has a wide range of efforts to help Jordanian women by providing business and education loans in rural areas.  The information is a little difficult to decipher, but the Union generally does whatever is needed to help women, especially farmers and students.  They are the only organization in the Arab region focused solely on rural women.",http://www.jfu.org.jo/about_ar.html,Jim,8/30/2015,,,,Specific Union for Farmer Women in Jordan,,0
300,ok,Stichting SEVA Microfinance Institute,Lend,Suriname,active,,3,Hindu,"P: From the website: ""The word ""seva"" meaning ""selfless service"" originates from the Hindu tradition but the organization doesn’t differentiate between religions, ethnicity and cultural backgrounds."" It focuses its efforts on countries involved in the ""Indian diaspora"" (source: Dutch; http://www.nepal-academy.nl/index.php?doc=NN2007%20Programma ). CEO is Hindu; the Hindu holiday of Divali is celebrated with a diner. A 3, maybe a 2?",2,"Supports rice farmers with loans. Offers also some technical assistance, according to the Kiva website. ",http://www.seva-group.org/,Petra,7/19/2013,,,,Stichting Seva Microfinance Institute,,0
